year,general,defence,finance,trade_industry,manpower,education,transport,national_development,health,sustainability_environment,social_family_development,home_affairs,foreign_affairs,communications_information,culture_community_youth,law
1983,20.28985507246377,18.65942028985507,13.22463768115942,12.681159420289855,8.876811594202898,5.434782608695652,1.9927536231884055,5.978260869565218,0.9057971014492754,2.355072463768116,1.0869565217391304,1.9927536231884055,2.355072463768116,3.6231884057971016,0.36231884057971014,0.18115942028985507
1984,20.98765432098765,17.813051146384478,18.871252204585538,11.28747795414462,8.818342151675484,4.761904761904762,2.821869488536155,6.878306878306878,0.1763668430335097,0.5291005291005291,0.3527336860670194,1.2345679012345678,4.409171075837742,0.8818342151675485,0.1763668430335097,0.0
1985,25.64102564102564,16.666666666666664,19.230769230769234,8.717948717948717,10.256410256410255,3.3333333333333335,4.871794871794872,4.102564102564102,1.282051282051282,0.7692307692307693,0.0,1.5384615384615385,1.7948717948717947,1.282051282051282,0.5128205128205128,0.0
1986,24.23469387755102,15.051020408163266,26.02040816326531,10.96938775510204,6.377551020408164,4.081632653061225,2.295918367346939,5.86734693877551,0.5102040816326531,1.0204081632653061,0.0,1.2755102040816326,1.530612244897959,0.7653061224489796,0.0,0.0
1987,23.333333333333332,20.0,22.0,9.555555555555555,11.11111111111111,1.7777777777777777,2.2222222222222223,2.4444444444444446,0.6666666666666667,0.8888888888888888,1.1111111111111112,0.8888888888888888,3.5555555555555554,0.2222222222222222,0.2222222222222222,0.0
1988,18.561484918793504,15.777262180974477,23.4338747099768,13.45707656612529,11.36890951276102,1.8561484918793503,2.5522041763341066,3.7122969837587005,0.23201856148491878,1.3921113689095126,0.46403712296983757,3.0162412993039442,2.320185614849188,1.3921113689095126,0.46403712296983757,0.0
1989,28.834355828220858,17.791411042944784,27.607361963190186,7.668711656441718,8.895705521472392,0.9202453987730062,1.2269938650306749,0.6134969325153374,1.2269938650306749,1.2269938650306749,0.9202453987730062,0.9202453987730062,0.9202453987730062,0.6134969325153374,0.3067484662576687,0.3067484662576687
1990,23.678646934460886,17.33615221987315,18.181818181818183,10.570824524312897,8.879492600422834,2.9598308668076108,4.651162790697675,4.2283298097251585,0.6342494714587738,0.8456659619450317,0.21141649048625794,1.9027484143763214,3.382663847780127,2.3255813953488373,0.0,0.21141649048625794
1991,29.977628635346754,14.988814317673377,19.015659955257274,8.053691275167784,6.0402684563758395,3.803131991051454,5.369127516778524,2.9082774049217,0.6711409395973155,2.237136465324385,0.22371364653243847,1.5659955257270695,3.5794183445190155,0.44742729306487694,1.1185682326621924,0.0
1992,27.23809523809524,19.61904761904762,16.57142857142857,10.666666666666668,5.142857142857142,2.857142857142857,4.571428571428571,2.4761904761904763,2.2857142857142856,1.5238095238095237,0.38095238095238093,1.1428571428571428,3.428571428571429,1.3333333333333335,0.7619047619047619,0.0
1993,24.920127795527154,13.89776357827476,29.87220447284345,6.869009584664537,3.8338658146964857,3.1948881789137378,2.7156549520766773,5.431309904153355,2.2364217252396164,0.9584664536741214,1.2779552715654952,0.7987220447284344,1.5974440894568689,0.9584664536741214,1.2779552715654952,0.1597444089456869
1994,25.352112676056336,16.37323943661972,21.47887323943662,7.570422535211267,8.80281690140845,4.929577464788732,2.2887323943661975,4.225352112676056,1.056338028169014,1.4084507042253522,1.584507042253521,1.4084507042253522,0.35211267605633806,2.112676056338028,1.056338028169014,0.0
1995,21.961620469083158,18.123667377398718,25.37313432835821,5.11727078891258,5.330490405117271,5.11727078891258,4.477611940298507,4.477611940298507,1.4925373134328357,2.345415778251599,1.4925373134328357,1.0660980810234542,1.4925373134328357,0.6396588486140725,1.0660980810234542,0.42643923240938164
1996,24.675324675324674,20.616883116883116,20.616883116883116,7.629870129870129,4.058441558441558,1.6233766233766231,2.75974025974026,2.272727272727273,2.4350649350649354,3.896103896103896,1.7857142857142856,3.2467532467532463,1.461038961038961,1.6233766233766231,1.1363636363636365,0.16233766233766234
1997,25.858585858585858,17.373737373737374,18.585858585858585,8.686868686868687,3.4343434343434343,2.2222222222222223,2.6262626262626263,4.444444444444445,2.2222222222222223,2.6262626262626263,1.8181818181818181,1.4141414141414141,2.0202020202020203,4.242424242424243,2.4242424242424243,0.0
1998,25.236593059936908,20.031545741324923,16.7192429022082,8.517350157728707,5.3627760252365935,5.520504731861198,4.73186119873817,4.416403785488959,1.8927444794952681,0.6309148264984227,0.9463722397476341,1.8927444794952681,1.1041009463722398,1.8927444794952681,1.1041009463722398,0.0
1999,24.763705103969755,18.336483931947072,17.76937618147448,11.342155009451796,6.238185255198488,4.725897920604915,2.6465028355387523,4.536862003780719,0.945179584120983,1.7013232514177694,0.3780718336483932,3.5916824196597354,1.1342155009451798,0.7561436672967864,0.945179584120983,0.1890359168241966
2000,31.378763866877975,16.323296354992074,18.066561014263076,8.874801901743265,3.8034865293185423,3.328050713153724,2.3771790808240887,5.071315372424722,0.6339144215530903,0.7923930269413629,0.4754358161648178,2.0602218700475436,1.109350237717908,3.328050713153724,1.4263074484944533,0.9508716323296356
2001,29.583333333333332,18.125,21.041666666666668,9.583333333333334,4.583333333333333,3.125,2.2916666666666665,3.3333333333333335,1.25,1.4583333333333333,0.4166666666666667,2.083333333333333,1.0416666666666665,1.875,0.20833333333333334,0.0
2002,24.583866837387962,21.382842509603073,28.169014084507044,4.353393085787452,1.792573623559539,3.585147247119078,7.298335467349553,2.4327784891165174,1.0243277848911652,1.2804097311139564,1.4084507042253522,1.2804097311139564,0.3841229193341869,0.5121638924455826,0.5121638924455826,0.0
2003,26.289926289926292,17.076167076167074,20.27027027027027,9.950859950859952,8.722358722358722,2.211302211302211,3.194103194103194,2.457002457002457,1.9656019656019657,0.85995085995086,0.7371007371007371,1.597051597051597,1.9656019656019657,1.4742014742014742,0.85995085995086,0.36855036855036855
2004,22.573363431151243,19.187358916478555,14.446952595936793,8.01354401805869,6.659142212189615,6.997742663656885,4.6275395033860045,3.2731376975169297,6.433408577878104,2.708803611738149,1.9187358916478554,1.0158013544018059,0.6772009029345373,0.9029345372460496,0.33860045146726864,0.2257336343115124
2005,22.88261515601783,19.316493313521548,15.304606240713225,7.578008915304606,9.36106983655275,3.863298662704309,5.200594353640416,2.080237741456166,2.526002971768202,3.863298662704309,2.080237741456166,0.0,1.7830609212481425,0.44576523031203563,3.4175334323922733,0.2971768202080238
2006,19.892473118279568,17.338709677419356,18.413978494623656,6.586021505376344,8.198924731182796,10.483870967741936,4.973118279569892,4.435483870967742,1.6129032258064515,0.2688172043010753,2.28494623655914,1.0752688172043012,1.2096774193548387,2.0161290322580645,0.8064516129032258,0.4032258064516129
2007,24.217961654894047,16.851664984863774,17.860746720484357,5.549949545913218,9.989909182643794,6.357214934409687,3.9354187689202824,3.5317860746720484,3.5317860746720484,1.6145307769929365,2.5227043390514634,0.7063572149344097,1.3118062563067607,1.109989909182644,0.5045408678102926,0.4036326942482341
2008,20.98408104196816,13.892908827785819,18.523878437047756,6.946454413892909,4.052098408104197,11.432706222865413,2.7496382054992763,8.827785817655572,3.907380607814761,0.8683068017366137,2.170767004341534,2.170767004341534,0.5788712011577424,1.1577424023154848,1.7366136034732274,0.0
2009,25.900900900900904,17.004504504504506,14.977477477477477,10.698198198198199,8.220720720720722,4.842342342342342,4.72972972972973,4.054054054054054,2.027027027027027,0.7882882882882882,2.027027027027027,1.6891891891891893,0.6756756756756757,1.2387387387387387,1.1261261261261262,0.0
2010,20.056497175141246,13.841807909604519,17.372881355932204,20.33898305084746,11.016949152542372,2.6836158192090394,4.096045197740112,3.1073446327683616,0.7062146892655368,1.4124293785310735,0.5649717514124294,0.9887005649717515,2.5423728813559325,0.9887005649717515,0.2824858757062147,0.0
2011,18.640350877192983,14.912280701754385,18.311403508771928,10.087719298245613,8.881578947368421,9.100877192982457,3.399122807017544,3.9473684210526314,2.7412280701754383,0.3289473684210526,4.605263157894736,0.7675438596491228,0.8771929824561403,0.7675438596491228,2.4122807017543857,0.21929824561403508
2012,15.821812596006144,17.665130568356375,13.978494623655912,7.373271889400922,13.978494623655912,7.066052227342549,5.529953917050691,3.5330261136712746,5.529953917050691,1.0752688172043012,3.840245775729647,1.228878648233487,1.5360983102918586,0.6144393241167435,1.0752688172043012,0.15360983102918588
2013,18.144044321329638,13.573407202216067,16.481994459833796,10.110803324099724,12.18836565096953,7.756232686980609,4.847645429362881,1.9390581717451523,4.7091412742382275,0.13850415512465375,3.739612188365651,1.8005540166204987,2.3545706371191137,0.8310249307479225,1.2465373961218837,0.13850415512465375
2014,19.36936936936937,17.417417417417415,9.90990990990991,8.708708708708707,9.45945945945946,5.255255255255255,4.654654654654655,3.303303303303303,11.861861861861863,0.9009009009009009,3.7537537537537538,2.4024024024024024,1.3513513513513513,0.7507507507507507,0.9009009009009009,0.0
2015,19.30541368743616,15.117466802860061,12.972420837589377,8.682328907048008,11.95097037793667,9.703779366700715,6.435137895812053,2.96220633299285,2.8600612870275794,1.1235955056179776,2.7579162410623086,1.8386108273748722,1.7364657814096014,1.4300306435137897,1.1235955056179776,0.0
2016,22.48062015503876,17.829457364341085,6.330749354005167,15.11627906976744,7.493540051679587,5.813953488372093,6.718346253229974,3.359173126614987,3.10077519379845,0.2583979328165375,3.875968992248062,1.6795865633074936,1.2919896640826873,2.7131782945736433,1.937984496124031,0.0
2017,21.415929203539825,16.460176991150444,7.964601769911504,10.265486725663717,5.663716814159292,5.132743362831858,8.31858407079646,2.6548672566371683,1.7699115044247788,7.610619469026549,1.415929203539823,0.7079646017699115,2.3008849557522124,3.5398230088495577,4.778761061946903,0.0
2018,21.853388658367912,17.42738589211618,10.37344398340249,9.681881051175658,5.394190871369295,5.255878284923928,6.224066390041494,3.319502074688797,3.4578146611341634,6.500691562932228,1.7980636237897647,0.6915629322268326,0.8298755186721992,3.4578146611341634,3.7344398340248963,0.0
2019,19.54285714285714,19.77142857142857,5.485714285714286,9.37142857142857,6.171428571428572,6.857142857142858,8.457142857142857,2.5142857142857142,5.257142857142857,3.6571428571428575,1.9428571428571426,2.2857142857142856,1.3714285714285714,4.457142857142857,2.857142857142857,0.0
2020,19.843049327354258,17.040358744394617,9.304932735426009,10.538116591928251,9.304932735426009,5.829596412556054,8.74439461883408,2.914798206278027,2.57847533632287,4.596412556053812,2.0179372197309418,1.1210762331838564,0.336322869955157,2.914798206278027,2.914798206278027,0.0
2021,19.977426636568847,16.478555304740404,9.480812641083523,10.609480812641085,7.562076749435666,2.9345372460496613,8.91647855530474,2.144469525959368,2.3702031602708806,6.997742663656885,2.4830699774266365,1.4672686230248306,1.3544018058690745,4.063205417607223,3.0474040632054176,0.1128668171557562
2022,21.5962441314554,17.95774647887324,11.384976525821596,7.511737089201878,9.272300469483568,3.6384976525821595,4.929577464788732,2.112676056338028,4.225352112676056,6.690140845070422,4.694835680751173,1.056338028169014,0.8215962441314555,1.7605633802816902,2.3474178403755865,0.0
2023,23.27823691460055,18.732782369146005,10.055096418732782,7.024793388429752,9.228650137741047,5.5096418732782375,5.647382920110193,6.336088154269973,2.066115702479339,2.3415977961432506,5.371900826446281,1.2396694214876034,0.8264462809917356,0.8264462809917356,1.3774104683195594,0.13774104683195593
2024,24.30647291941876,18.494055482166445,9.5112285336856,6.869220607661823,8.3223249669749,7.793923381770146,5.680317040951123,4.491413474240423,2.3778071334214,1.8494055482166447,2.906208718626156,1.8494055482166447,0.3963011889035667,1.7173051519154559,3.1704095112285335,0.26420079260237783
2025,26.44415917843389,18.22849807445443,7.702182284980745,7.830551989730424,7.958921694480104,5.391527599486521,7.060333761232348,4.878048780487805,2.3106546854942236,3.465982028241335,2.952503209242619,1.2836970474967908,0.25673940949935814,1.6688061617458279,2.5673940949935816,0.0
